Name                                 Publisher                                               Version
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.306.5
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.411.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.466.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.493.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.518.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.526.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.585.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.861.1
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.861.2
NetworkWatcherAgentLinux             Microsoft.Azure.NetworkWatcher                          1.4.905.3
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.1.0.886
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.10.0.7820
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.10.2.9060
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.10.3.9380
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.10.4.10090
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.10.5.10940
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.10.6.11730
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.10.7.12710
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.2.0.1001
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.2.1.1014
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.3.0.1058
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.4.1.1134
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.5.0.1174
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.6.2.1366
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.7.1.1416
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.7.3.1475
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.7.4.3150
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.7.5.3590
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.7.7.4050
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.7.8.4180
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.8.1.4830
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.8.2.5440
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.9.0.6300
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.9.1.7050
DependencyAgentWindows               Microsoft.Azure.Monitoring.DependencyAgent              9.9.2.7270
AquariusLinux                        Microsoft.Azure.Networking.SDN                          1.4.0.0
AquariusLinux                        Microsoft.Azure.Networking.SDN                          1.5.0.0
AquariusLinux                        Microsoft.Azure.Networking.SDN                          1.6.0.0
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                                 1.0.0.2
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                                 1.0.0.3
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                                 1.0.0.4
WindowsOpenSSH                       Microsoft.Azure.OpenSSH                                 1.0.0.6
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.104.0
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1210.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1252.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1265.3
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1325.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1421.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1527.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1587.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1654.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.1693.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.306.5
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.411.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.466.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.493.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.518.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.526.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.585.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.861.1
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.861.2
NetworkWatcherAgentWindows           Microsoft.Azure.NetworkWatcher                          1.4.905.3
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.1
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.10
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.11
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.12
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.13
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.18
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.19
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.2
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.5
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.6
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.7
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.8
AzurePerformanceDiagnostics          Microsoft.Azure.Performance.Diagnostics                 1.0.9
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics                 1.1.15
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics                 1.1.16
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics                 1.1.17
AzurePerformanceDiagnosticsLinux     Microsoft.Azure.Performance.Diagnostics                 1.1.3
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.46.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.47.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.49.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.53.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.54.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.55.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.57.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.60.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.61.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.62.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.63.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.65.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.66.0
VMSnapshot                           Microsoft.Azure.RecoveryServices                        1.0.68.0
VMSnapshot                           Microsoft.Azure.RecoveryServices.Edp                    1.0.39.0
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9151
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9153
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9154
LinuxDEBIAN10                        Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9154
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices.Edp                    1.0.9125.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices.Edp                    1.0.9151.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9128.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9131.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9136.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9137.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9140.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9141.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9142.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9143.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9147.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9149.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9161.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9162.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9163.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9164.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9167.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9170.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9172.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                        1.0.9174.0
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9151
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9153
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9154
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9151
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9153
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9154
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.10
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.12
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.13
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.14
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.15
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.16
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.18
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.19
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.20
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.24
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.25
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.28
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.29
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.30
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.4
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.41
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.44
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.9
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9151
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9153
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9154
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9151
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9153
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9154
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.31
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.34
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.35
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.38
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.41
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.43
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.45
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.48
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.49
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.50
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.53
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.55
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.121
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.122
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.123
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.124
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.125
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.126
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.127
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.128
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.130
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.131
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.133
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.134
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.135
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.136
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.137
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.138
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.139
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.0.0.140
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9151
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9153
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9154
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9150
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9151
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9153
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9154
AzureDiskEncryption                  Microsoft.Azure.Security                                1.0.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                                1.1.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                                1.1.0.1
AzureDiskEncryption                  Microsoft.Azure.Security                                1.1.0.2
AzureDiskEncryption                  Microsoft.Azure.Security                                1.1.0.4
AzureDiskEncryption                  Microsoft.Azure.Security                                1.1.0.5
AzureDiskEncryption                  Microsoft.Azure.Security                                1.1.0.6
AzureDiskEncryption                  Microsoft.Azure.Security                                1.1.0.7
AzureDiskEncryption                  Microsoft.Azure.Security                                2.0.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                                2.1.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.1
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.10
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.11
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.12
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.14
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.15
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.16
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.19
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.2
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.21
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.22
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.33
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.35
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.36
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.6
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.7
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.8
AzureDiskEncryption                  Microsoft.Azure.Security                                2.2.0.9
WorkloadDiagnosticLinux              Microsoft.Azure.RecoveryServices.WorkloadBackup         1.0.0.1
WorkloadDiagnosticLinux              Microsoft.Azure.RecoveryServices.WorkloadBackup         1.1.0.1
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.82
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.83
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.84
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.85
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.86
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.87
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.88
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.91
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.92
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.93
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.94
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.95
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.96
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.97
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.98
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp     1.3.0.99
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9151
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9153
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9154
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9151
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9153
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9154
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999335
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999336
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999338
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999339
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999340
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999341
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999344
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999345
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                0.1.0.999347
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.0.0.0
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.36
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.38
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.39
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.40
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.43
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.44
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.46
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.47
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.48
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.50
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.51
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.1.0.52
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                                1.2.0.72
LinuxSLES11SP3                       Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9151
LinuxSLES11SP3                       Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9153
LinuxSLES11SP3                       Microsoft.Azure.RecoveryServices.SiteRecovery           1.0.0.9154
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9151
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9153
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2          1.0.0.9154
IaaSAntimalware                      Microsoft.Azure.Security                                1.0.0.0
IaaSAntimalware                      Microsoft.Azure.Security                                1.1.0.0
IaaSAntimalware                      Microsoft.Azure.Security                                1.2.0.0
IaaSAntimalware                      Microsoft.Azure.Security                                1.3.0.2
IaaSAntimalware                      Microsoft.Azure.Security                                1.3.0.3
IaaSAntimalware                      Microsoft.Azure.Security                                1.4.0.0
IaaSAntimalware                      Microsoft.Azure.Security                                1.4.0.1
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.2.0
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.4.2
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.4.3
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.4.4
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.5.0
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.5.1
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.5.49
IaaSAntimalware                      Microsoft.Azure.Security                                1.5.5.9
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature.Edp       1.0.2.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature.Edp       1.0.3.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.0.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.1.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.10.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.11.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.12.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.13.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.14.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.15.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.16.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.17.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.18.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.19.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.2.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.20.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.21.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.22.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.23.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.24.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.25.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.26.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.27.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.28.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.29.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.3.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.30.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.31.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.32.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.33.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.34.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.35.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.36.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.37.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.38.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.39.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.4.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.40.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.41.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.42.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.43.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature           2.0.44.0
